"Idade","Local de trabalho","Pontuação teste","Departmento","Distancia casa-trabalho","Educacao","Area","Possui carro","Subordinado","Satisfação com o ambiente no emprego atual","Genero","Horas voluntariado","Envolvimento com trabalho","Posicao","Cargo","Satisfação com emprego","Estado civil","Renda","Bonus de performance","Quantidade de empresas que trabalho","Maior de idade","Necessita de hora extra","Aumento de salario%","Performance na entrevista","Satisfação com a relação","Horas de trabalho padrão","Beneficios","Anos de experiencia","Horas de treinamento ultimo ano","Estilo de vida","Anos na última empresa","Anos na posição atual","Anos desde última promoção","Anos com a mesma gerência","Contratar","Partition","$XGT-Contratar","$XGTC-Contratar"
"41","Misto","796","Vendas","4","Médio completo","Marketing","1","1815","3","F","81","3","3","Vendedo senior","3","Divorciado","10447","26458","0","1","Sim","13","3","4","80","1","23","3","4","22","14","13","5","Não","1_Training","Sim","0.544146"
"30","Misto","1092","Engenharia","10","Superior completo","Medicina","1","1816","1","F","64","3","3","Supervisor","3","Solteiro","9667","2739","9","1","Não","14","3","2","80","0","9","3","3","7","7","0","2","Não","2_Testing","Não","0.526075"
"40","Misto","1194","Engenharia","1","Superior completo","Ciências das natureza","1","1822","3","F","52","3","2","Analista","4","Divorciado","6513","9060","4","1","Não","17","3","4","80","1","12","3","3","5","3","0","3","Não","1_Training","Não","0.915595"
"34","Escritório","810","Vendas","8","Superior incompleto","Faculdade Técnica","1","1823","2","M","92","4","2","Vendedo senior","3","Casado","6799","22128","1","1","Não","21","4","3","80","2","10","5","3","10","8","4","8","Não","1_Training","Não","0.936529"
"58","Misto","350","Vendas","2","Superior completo","Medicina","1","1824","2","M","52","3","4","Gerente","2","Divorciado","16291","22577","4","1","Não","22","4","4","80","1","37","0","2","16","9","14","14","Não","1_Training","Não","0.870457"
"35","Misto","185","Engenharia","23","Superior incompleto - cursando","Medicina","1","1826","2","M","91","1","1","Tecnico","3","Casado","2705","9696","0","1","Não","16","3","2","80","1","6","2","4","5","4","0","3","Não","1_Training","Não","0.607978"
"47","Misto","1001","Engenharia","4","Superior completo","Ciências das natureza","1","1827","3","F","92","2","3","Supervisor","2","Divorciado","10333","19271","8","1","Sim","12","3","3","80","1","28","4","3","22","11","14","10","Não","1_Training","Não","0.568964"
"40","Misto","750","Engenharia","12","Superior completo","Ciências das natureza","1","1829","2","F","47","3","2","Analista","1","Divorciado","4448","10748","2","1","Não","12","3","2","80","1","15","3","3","7","4","7","7","Não","2_Testing","Não","0.765362"
"54","Cliente","431","Engenharia","7","Superior incompleto - cursando","Medicina","1","1830","4","F","68","3","2","Engenheiro","4","Casado","6854","15696","4","1","Não","15","3","2","80","1","14","2","2","7","1","1","7","Não","1_Training","Não","0.810171"
"31","Misto","1125","Vendas","7","Superior incompleto - cursando","Marketing","1","1833","1","F","68","3","3","Vendedo senior","1","Casado","9637","8277","2","1","Não","14","3","4","80","2","9","3","3","3","2","2","2","Não","2_Testing","Sim","0.776285"
"28","Misto","1217","Engenharia","1","Superior completo","Medicina","1","1834","3","F","67","3","1","Engenheiro","1","Casado","3591","12719","1","1","Não","25","4","3","80","1","3","3","3","3","2","1","2","Não","1_Training","Não","0.765495"
"38","Misto","723","Vendas","2","Superior incompleto - cursando","Marketing","1","1835","2","F","77","1","2","Vendedor junior","4","Casado","5405","4244","2","1","Sim","20","4","1","80","2","20","4","2","4","2","0","3","Não","1_Training","Sim","0.595483"
"26","Cliente","572","Vendas","10","Superior completo","Medicina","1","1836","3","M","46","3","2","Vendedo senior","4","Solteiro","4684","9125","1","1","Não","13","3","1","80","0","5","4","3","5","3","1","2","Não","1_Training","Sim","0.713235"
"58","Escritório","1216","Engenharia","15","Superior incompleto - cursando","Ciências das natureza","1","1837","1","M","87","3","4","Diretor","3","Casado","15787","21624","2","1","Sim","14","3","2","80","0","23","3","3","2","2","2","2","Não","1_Training","Não","0.513584"
"18","Escritório","1431","Engenharia","14","Superior completo","Medicina","1","1839","2","F","33","3","1","Engenheiro","3","Solteiro","1514","8018","1","1","Não","16","3","3","80","0","0","4","1","0","0","0","0","Não","1_Training","Sim","0.721854"
"45","Misto","589","Vendas","2","Superior incompleto - cursando","Ciências das natureza","1","1845","3","F","67","3","2","Vendedo senior","3","Casado","5154","19665","4","1","Não","22","4","2","80","2","10","3","4","8","7","5","7","Não","1_Training","Não","0.869855"
"36","Cliente","430","Engenharia","2","Superior incompleto - cursando","Outros","1","1847","4","F","73","3","2","Engenheiro","2","Casado","6962","19573","4","1","Sim","22","4","4","80","1","15","2","3","1","0","0","0","Não","1_Training","Não","0.583964"
"43","Cliente","1422","Vendas","2","Superior incompleto - cursando","Ciências das natureza","1","1849","1","M","92","3","2","Vendedo senior","4","Casado","5675","19246","1","1","Não","20","4","3","80","1","7","5","3","7","7","7","7","Não","1_Training","Não","0.776211"
"27","Cliente","1297","Engenharia","5","Superior incompleto","Ciências das natureza","1","1850","4","F","53","3","1","Tecnico","4","Solteiro","2379","19826","0","1","Sim","14","3","3","80","0","6","3","2","5","4","0","2","Não","1_Training","Sim","0.77947"
"29","Cliente","574","Engenharia","20","Médio completo","Medicina","1","1852","4","M","40","3","1","Tecnico","4","Casado","3812","7003","1","1","Não","13","3","2","80","0","11","3","4","11","8","3","10","Não","1_Training","Sim","0.626365"
"32","Escritório","1318","Vendas","10","Superior incompleto - cursando","Marketing","1","1853","4","M","79","3","2","Vendedo senior","4","Solteiro","4648","26075","8","1","Não","13","3","3","80","0","4","2","4","0","0","0","0","Não","1_Training","Sim","0.701378"
"42","Misto","355","Engenharia","10","Superior incompleto - cursando","Faculdade Técnica","1","1854","3","M","38","3","1","Engenheiro","3","Casado","2936","6161","3","1","Não","22","4","2","80","2","10","1","2","6","3","3","3","Não","1_Training","Não","0.614729"
"47","Misto","207","Engenharia","9","Superior incompleto - cursando","Ciências das natureza","1","1856","2","F","64","3","1","Tecnico","3","Solteiro","2105","5411","4","1","Não","12","3","3","80","0","7","2","3","2","2","2","0","Não","1_Training","Sim","0.670775"
"46","Escritório","706","Engenharia","2","Superior incompleto","Ciências das natureza","1","1857","4","M","82","3","3","Supervisor","4","Divorciado","8578","19989","3","1","Não","14","3","3","80","1","12","4","2","9","8","4","7","Não","1_Training","Não","0.928873"
"28","Misto","280","RH","1","Superior incompleto","Ciências das natureza","1","1858","3","M","43","3","1","Assistente","4","Divorciado","2706","10494","1","1","Não","15","3","2","80","1","3","2","3","3","2","2","2","Não","2_Testing","Não","0.503247"
"29","Misto","726","Engenharia","29","Médio completo","Ciências das natureza","1","1859","4","M","93","1","2","Analista","3","Divorciado","6384","21143","8","1","Não","17","3","4","80","2","11","3","3","7","0","1","6","Não","1_Training","Sim","0.575803"
"42","Misto","1142","Engenharia","8","Superior completo","Ciências das natureza","1","1860","4","M","81","3","1","Tecnico","3","Solteiro","3968","13624","4","1","Não","13","3","4","80","0","8","3","3","0","0","0","0","Não","1_Training","Sim","0.652428"
"46","Misto","1319","Vendas","3","Superior completo","Faculdade Técnica","1","1863","1","F","45","4","4","Vendedo senior","1","Divorciado","13225","7739","2","1","Não","12","3","4","80","1","25","5","3","19","17","2","8","Não","2_Testing","Não","0.819682"
"27","Misto","728","Vendas","23","Médio completo","Medicina","1","1864","2","F","36","2","2","Vendedor junior","3","Casado","3540","7018","1","1","Não","21","4","4","80","1","9","5","3","9","8","5","8","Não","1_Training","Não","0.859352"
"29","Misto","352","RH","6","Médio completo","Medicina","1","1865","4","M","87","2","1","Assistente","2","Casado","2804","15434","1","1","Não","11","3","4","80","0","1","3","3","1","0","0","0","Não","2_Testing","Sim","0.874088"
"43","Misto","823","Engenharia","6","Superior completo","Medicina","1","1866","1","F","81","2","5","Gerente","3","Casado","19392","22539","7","1","Não","13","3","4","80","0","21","2","3","16","12","6","14","Não","1_Training","Não","0.799775"
"48","Cliente","1224","Engenharia","10","Superior completo","Ciências das natureza","1","1867","4","M","91","2","5","Diretor","2","Casado","19665","13583","4","1","Não","12","3","4","80","0","29","3","3","22","10","12","9","Não","1_Training","Não","0.809715"
"27","Misto","1131","Engenharia","15","Superior completo","Ciências das natureza","1","1870","4","F","77","2","1","Engenheiro","1","Casado","4774","23844","0","1","Não","19","3","4","80","1","8","2","2","7","6","7","3","Não","1_Training","Não","0.619154"
"39","Misto","835","Engenharia","19","Superior incompleto - cursando","Outros","1","1871","4","M","41","3","2","Engenheiro","4","Divorciado","3902","5141","8","1","Não","14","3","2","80","3","7","2","3","2","2","2","2","Não","1_Training","Não","0.728047"
"55","Misto","836","Engenharia","2","Superior incompleto - cursando","Faculdade Técnica","1","1873","2","M","98","2","1","Engenheiro","4","Casado","2662","7975","8","1","Não","20","4","2","80","1","19","2","4","5","2","0","4","Não","2_Testing","Não","0.610237"
"28","Misto","1172","Vendas","3","Superior completo","Medicina","1","1875","2","F","78","3","1","Vendedor junior","2","Casado","2856","3692","1","1","Não","19","3","4","80","1","1","3","3","1","0","0","0","Não","1_Training","Sim","0.506818"
"36","Misto","1266","Vendas","10","Superior incompleto - cursando","Faculdade Técnica","1","1880","2","F","63","2","2","Vendedo senior","3","Casado","5673","6060","1","1","Sim","13","3","1","80","1","10","4","3","10","9","1","7","Não","1_Training","Não","0.5548"
"31","Misto","311","Engenharia","20","Superior completo","Ciências das natureza","1","1881","2","M","89","3","2","Tecnico","3","Divorciado","4197","18624","1","1","Não","11","3","1","80","1","10","2","3","10","8","0","2","Não","2_Testing","Não","0.701295"
"34","Misto","1480","Vendas","4","Superior completo","Ciências das natureza","1","1882","3","M","64","3","3","Vendedo senior","4","Casado","9713","24444","2","1","Sim","13","3","4","80","3","9","3","3","5","3","1","0","Não","1_Training","Sim","0.768912"
"29","Misto","592","Engenharia","7","Superior completo","Ciências das natureza","1","1883","4","M","59","3","1","Tecnico","1","Solteiro","2062","19384","3","1","Não","14","3","2","80","0","11","2","3","3","2","1","2","Não","2_Testing","Sim","0.774429"
"37","Misto","783","Engenharia","7","Superior incompleto - cursando","Medicina","1","1885","4","M","78","3","2","Engenheiro","1","Casado","4284","13588","5","1","Sim","22","4","3","80","1","16","2","3","5","3","0","4","Não","1_Training","Não","0.598946"
"35","Misto","219","Engenharia","16","Superior incompleto","Outros","1","1886","4","F","44","2","2","Supervisor","2","Casado","4788","25388","0","1","Sim","11","3","4","80","0","4","2","3","3","2","0","2","Não","2_Testing","Sim","0.6546"
"45","Cliente","556","Engenharia","25","Superior incompleto","Ciências das natureza","1","1888","2","F","93","2","2","Supervisor","4","Casado","5906","23888","0","1","Não","13","3","4","80","2","10","2","2","9","8","3","8","Não","1_Training","Não","0.794946"
"36","Misto","1213","RH","2","Médio completo","Ciências humanas","1","1890","2","M","94","2","2","Assistente","4","Solteiro","3886","4223","1","1","Não","21","4","4","80","0","10","2","2","10","1","0","8","Não","1_Training","Não","0.663319"
"40","Misto","1137","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","1892","1","M","98","3","4","Gerente","1","Divorciado","16823","18991","2","1","Não","11","3","1","80","1","22","3","3","19","7","11","16","Não","2_Testing","Não","0.66247"
"26","Misto","482","Engenharia","1","Superior incompleto","Ciências das natureza","1","1893","2","F","90","2","1","Engenheiro","3","Casado","2933","14908","1","1","Sim","13","3","3","80","1","1","3","2","1","0","1","0","Não","1_Training","Sim","0.785808"
"27","Cliente","511","Vendas","2","Superior incompleto","Medicina","1","1898","1","F","89","4","2","Vendedo senior","3","Solteiro","6500","26997","0","1","Não","14","3","2","80","0","9","5","2","8","7","0","7","Não","1_Training","Não","0.626708"
"48","Misto","117","Engenharia","22","Superior completo","Medicina","1","1900","4","F","58","3","4","Gerente","4","Divorciado","17174","2437","3","1","Não","11","3","2","80","1","24","3","3","22","17","4","7","Não","1_Training","Não","0.983241"
"44","Misto","170","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","1903","2","M","78","4","2","Analista","1","Casado","5033","9364","2","1","Não","15","3","4","80","1","10","5","3","2","0","2","2","Não","1_Training","Não","0.929809"
"36","Misto","335","Vendas","17","Superior incompleto","Marketing","1","1908","3","M","33","2","2","Vendedo senior","2","Casado","5507","16822","2","1","Não","16","3","3","80","2","12","1","1","4","2","1","3","Não","1_Training","Sim","0.577738"
"41","Misto","337","Vendas","8","Superior completo","Marketing","1","1909","3","F","54","3","2","Vendedo senior","2","Casado","4393","26841","5","1","Não","21","4","3","80","1","14","3","3","5","4","1","4","Não","2_Testing","Não","0.867849"
"42","Misto","1396","Engenharia","6","Superior completo","Medicina","1","1911","3","M","83","3","3","Diretor","1","Casado","13348","14842","9","1","Não","13","3","2","80","1","18","3","4","13","7","5","7","Não","1_Training","Não","0.904533"
"31","Misto","1079","Vendas","10","Superior incompleto","Medicina","1","1912","3","F","86","3","2","Vendedo senior","4","Divorciado","6583","20115","2","1","Sim","11","3","4","80","1","8","2","3","5","2","1","4","Não","1_Training","Sim","0.606852"
"34","Misto","735","Vendas","3","Médio completo","Medicina","1","1915","4","F","75","2","2","Vendedo senior","4","Casado","8103","16495","3","1","Sim","12","3","3","80","0","9","3","2","4","2","0","1","Não","2_Testing","Sim","0.636826"
"31","Cliente","471","Engenharia","4","Superior completo","Medicina","1","1916","1","F","62","4","1","Tecnico","3","Divorciado","3978","16031","8","1","Não","12","3","2","80","1","4","0","2","2","2","2","2","Não","1_Training","Sim","0.511653"
"26","Cliente","1096","Engenharia","6","Superior completo","Outros","1","1918","3","M","61","4","1","Tecnico","4","Casado","2544","7102","0","1","Não","18","3","1","80","1","8","3","3","7","7","7","7","Não","2_Testing","Não","0.621081"
"45","Misto","1297","Engenharia","1","Superior incompleto - cursando","Medicina","1","1922","2","M","44","3","2","Analista","3","Solteiro","5399","14511","4","1","Não","12","3","3","80","0","12","3","3","4","2","0","3","Não","1_Training","Não","0.777302"
"33","Cliente","217","Vendas","10","Superior incompleto - cursando","Marketing","1","1924","2","M","43","3","2","Vendedo senior","3","Solteiro","5487","10410","1","1","Não","14","3","2","80","0","10","2","2","10","4","0","9","Não","2_Testing","Sim","0.598957"
"28","Escritório","783","Vendas","1","Superior incompleto","Ciências das natureza","1","1927","3","M","42","2","2","Vendedo senior","4","Casado","6834","19255","1","1","Sim","12","3","3","80","1","7","2","3","7","7","0","7","Não","2_Testing","Não","0.660659"
"39","Misto","1251","Vendas","21","Superior incompleto - cursando","Ciências das natureza","1","1929","1","F","32","1","2","Vendedo senior","3","Casado","5736","3987","6","1","Não","19","3","3","80","1","10","1","3","3","2","1","2","Não","2_Testing","Não","0.618014"
"27","Cliente","1354","Engenharia","2","Superior incompleto - cursando","Faculdade Técnica","1","1931","2","M","41","3","1","Engenheiro","2","Casado","2226","6073","1","1","Não","11","3","3","80","1","6","3","2","5","3","1","2","Não","2_Testing","Sim","0.506804"
"34","Escritório","735","Engenharia","22","Superior incompleto - cursando","Outros","1","1932","3","M","86","2","2","Engenheiro","4","Casado","5747","26496","1","1","Sim","15","3","2","80","0","16","3","3","15","10","6","11","Não","1_Training","Não","0.533662"
"47","Misto","1169","Engenharia","14","Superior incompleto - cursando","Faculdade Técnica","1","1934","3","M","64","3","2","Engenheiro","2","Casado","5467","2125","8","1","Não","18","3","3","80","1","16","4","4","8","7","1","7","Não","1_Training","Não","0.906851"
"56","Misto","1443","Vendas","11","Pós-gradução","Marketing","1","1935","4","F","89","2","2","Vendedo senior","1","Casado","5380","20328","4","1","Não","16","3","3","80","1","6","3","3","0","0","0","0","Não","1_Training","Sim","0.630827"
"39","Cliente","867","Engenharia","9","Superior incompleto","Medicina","1","1936","1","M","87","3","2","Supervisor","1","Casado","5151","12315","1","1","Não","25","4","4","80","1","10","3","3","10","0","7","9","Não","2_Testing","Não","0.551817"
"38","Misto","1394","Engenharia","8","Superior completo","Medicina","1","1937","4","F","58","2","2","Engenheiro","2","Divorciado","2133","18115","1","1","Sim","16","3","3","80","1","20","3","3","20","11","0","7","Não","1_Training","Não","0.784688"
"58","Misto","605","Vendas","21","Superior completo","Ciências das natureza","1","1938","4","F","72","3","4","Gerente","4","Casado","17875","11761","4","1","Sim","13","3","3","80","1","29","2","2","1","0","0","0","Não","1_Training","Sim","0.578893"
"38","Cliente","1206","Engenharia","9","Superior incompleto","Ciências das natureza","1","1940","2","M","71","3","1","Engenheiro","4","Divorciado","4771","14293","2","1","Não","19","3","4","80","2","10","0","4","5","2","0","3","Não","1_Training","Não","0.760888"
"49","Misto","1064","Engenharia","2","Médio completo","Ciências das natureza","1","1941","2","M","42","3","5","Diretor","4","Casado","19161","13738","3","1","Não","15","3","4","80","0","28","3","3","5","4","4","3","Não","2_Testing","Não","0.922892"
"42","Misto","419","Vendas","12","Superior incompleto - cursando","Marketing","1","1943","2","M","77","3","2","Vendedo senior","4","Divorciado","5087","2900","3","1","Sim","12","3","3","80","2","14","4","3","0","0","0","0","Não","2_Testing","Sim","0.739355"
"35","Escritório","682","Vendas","18","Superior incompleto - cursando","Medicina","1","1945","2","M","71","3","2","Vendedo senior","1","Casado","5561","15975","0","1","Não","16","3","4","80","1","6","2","1","5","3","0","4","Não","1_Training","Não","0.6841"
"28","Escritório","1103","Engenharia","16","Superior completo","Medicina","1","1947","3","M","49","3","1","Engenheiro","3","Solteiro","2144","2122","1","1","Não","14","3","3","80","0","5","3","2","5","3","1","4","Não","1_Training","Não","0.713929"
"31","Escritório","976","Engenharia","3","Superior incompleto","Medicina","1","1948","3","M","48","3","1","Engenheiro","1","Divorciado","3065","3995","1","1","Sim","13","3","4","80","1","4","3","4","4","2","2","3","Não","1_Training","Sim","0.580907"
"36","Misto","1351","Engenharia","9","Superior incompleto - cursando","Ciências das natureza","1","1949","1","M","66","4","1","Tecnico","2","Casado","2810","9238","1","1","Não","22","4","2","80","0","5","3","3","5","4","0","2","Não","1_Training","Não","0.66222"
"34","Misto","937","Vendas","1","Superior completo","Marketing","1","1950","1","M","32","3","3","Vendedo senior","4","Solteiro","9888","6770","1","1","Não","21","4","1","80","0","14","3","2","14","8","2","1","Não","1_Training","Sim","0.519094"
"34","Misto","1239","Vendas","13","Superior incompleto - cursando","Medicina","1","1951","4","M","39","3","3","Vendedo senior","3","Divorciado","8628","22914","1","1","Não","18","3","3","80","1","9","2","2","8","7","1","1","Não","1_Training","Não","0.681362"
"26","Misto","157","Engenharia","1","Superior completo","Medicina","1","1952","3","M","95","3","1","Tecnico","1","Solteiro","2867","20006","0","1","Não","13","3","4","80","0","8","6","2","7","7","7","6","Não","2_Testing","Sim","0.71901"
"29","Escritório","136","Engenharia","1","Superior completo","Ciências das natureza","1","1954","1","M","89","3","2","Analista","1","Casado","5373","6225","0","1","Não","12","3","1","80","1","6","5","2","5","3","0","2","Não","1_Training","Não","0.743766"
"32","Cliente","1146","Engenharia","15","Superior incompleto - cursando","Medicina","1","1955","3","F","34","3","2","Analista","4","Divorciado","6667","16542","5","1","Não","18","3","2","80","1","9","6","3","5","1","1","2","Não","1_Training","Não","0.782973"
"31","Misto","1125","Engenharia","1","Superior completo","Ciências das natureza","1","1956","4","M","48","1","2","Engenheiro","1","Casado","5003","5771","1","1","Não","21","4","2","80","0","10","6","3","10","8","8","7","Não","2_Testing","Não","0.645745"
"38","Misto","1404","Vendas","1","Superior completo","Ciências das natureza","1","1961","1","M","59","2","1","Vendedor junior","1","Solteiro","2858","11473","4","1","Não","14","3","1","80","0","20","3","2","1","0","0","0","Não","1_Training","Sim","0.920196"
"35","Misto","1224","Vendas","7","Superior incompleto - cursando","Ciências das natureza","1","1962","3","F","55","3","2","Vendedo senior","4","Casado","5204","13586","1","1","Sim","11","3","4","80","0","10","2","3","10","8","0","9","Não","1_Training","Sim","0.564127"
"27","Misto","954","Vendas","9","Superior completo","Marketing","1","1965","4","M","44","3","2","Vendedo senior","4","Solteiro","4105","5099","1","1","Não","14","3","1","80","0","7","5","3","7","7","0","7","Não","1_Training","Não","0.520365"
"32","Misto","1373","Engenharia","5","Superior incompleto - cursando","Ciências das natureza","1","1966","4","M","56","2","2","Supervisor","4","Solteiro","9679","10138","8","1","Não","24","4","2","80","0","8","1","3","1","0","0","0","Não","1_Training","Não","0.554474"
"54","Cliente","155","Engenharia","9","Superior incompleto","Ciências das natureza","1","1969","1","F","67","3","2","Engenheiro","3","Casado","2897","22474","3","1","Não","11","3","3","80","2","9","6","2","4","3","2","3","Não","2_Testing","Não","0.690283"
"33","Misto","1303","Engenharia","7","Superior incompleto","Ciências das natureza","1","1970","4","M","36","3","2","Analista","3","Divorciado","5968","18079","1","1","Não","20","4","3","80","3","9","2","3","9","7","2","8","Não","1_Training","Não","0.884503"
"43","Cliente","574","Engenharia","11","Superior completo","Ciências das natureza","1","1971","1","M","30","3","3","Analista","3","Casado","7510","16873","1","1","Não","17","3","2","80","1","10","1","3","10","9","0","9","Não","1_Training","Não","0.682659"
"38","Misto","1444","RH","1","Superior incompleto - cursando","Outros","1","1972","4","M","88","3","1","Assistente","2","Casado","2991","5224","0","1","Sim","11","3","2","80","1","7","2","3","6","2","1","2","Não","1_Training","Sim","0.67788"
"55","Misto","189","RH","26","Superior incompleto - cursando","Ciências humanas","1","1973","3","M","71","4","5","Gerente","2","Casado","19636","25811","4","1","Sim","18","3","1","80","1","35","0","3","10","9","1","4","Não","1_Training","Não","0.618454"
"31","Misto","1276","Engenharia","2","Médio completo","Medicina","1","1974","4","F","59","1","1","Tecnico","4","Divorciado","1129","17536","1","1","Sim","11","3","3","80","3","1","4","3","1","0","0","0","Não","1_Training","Sim","0.887837"
"39","Escritório","119","Vendas","15","Superior incompleto - cursando","Marketing","1","1975","2","M","77","3","4","Vendedo senior","1","Solteiro","13341","25098","0","1","Não","12","3","1","80","0","21","3","3","20","8","11","10","Não","1_Training","Sim","0.551326"
"42","Escritório","335","Engenharia","23","Superior incompleto","Ciências das natureza","1","1976","4","M","37","2","2","Engenheiro","3","Solteiro","4332","14811","1","1","Não","12","3","4","80","0","20","2","3","20","9","3","7","Não","1_Training","Não","0.795488"
"31","Misto","697","Engenharia","10","Superior completo","Medicina","1","1979","3","F","40","3","3","Diretor","3","Casado","11031","26862","4","1","Não","20","4","3","80","1","13","2","4","11","7","4","8","Não","1_Training","Não","0.95732"
"54","Misto","157","Engenharia","10","Superior completo","Medicina","1","1980","3","F","77","3","2","Supervisor","1","Solteiro","4440","25198","6","1","Sim","19","3","4","80","0","9","3","3","5","2","1","4","Não","1_Training","Sim","0.655987"
"24","Misto","771","Engenharia","1","Superior incompleto","Ciências das natureza","1","1981","2","M","45","2","2","Analista","3","Solteiro","4617","14120","1","1","Não","12","3","2","80","0","4","2","2","4","3","1","2","Não","1_Training","Não","0.628615"
"23","Cliente","571","Engenharia","12","Superior incompleto","Outros","1","1982","4","M","78","3","1","Tecnico","4","Solteiro","2647","13672","1","1","Não","13","3","3","80","0","5","6","4","5","2","1","4","Não","1_Training","Sim","0.73513"
"40","Misto","692","Engenharia","11","Superior completo","Faculdade Técnica","1","1985","4","F","73","3","2","Tecnico","3","Casado","6323","26849","1","1","Não","11","3","1","80","1","10","2","4","10","9","9","4","Não","1_Training","Não","0.801178"
"26","Misto","1449","Engenharia","16","Superior incompleto - cursando","Medicina","1","394","1","M","45","3","1","Tecnico","2","Divorciado","2373","14180","2","1","Sim","13","3","4","80","1","5","2","3","3","2","0","2","Sim","1_Training","Sim","0.88289"
"26","Misto","950","Vendas","4","Superior incompleto - cursando","Marketing","1","401","4","M","48","2","2","Vendedo senior","4","Solteiro","5828","8450","1","1","Sim","12","3","2","80","0","8","0","3","8","7","7","4","Sim","1_Training","Sim","0.845699"
"18","Misto","230","Engenharia","3","Superior completo","Ciências das natureza","1","405","3","M","54","3","1","Tecnico","3","Solteiro","1420","25233","1","1","Não","13","3","3","80","0","0","2","3","0","0","0","0","Sim","1_Training","Sim","0.800636"
"52","Misto","723","Engenharia","8","Superior incompleto - cursando","Medicina","1","433","3","M","85","2","2","Engenheiro","2","Casado","4941","17747","2","1","Não","15","3","1","80","0","11","3","2","8","2","7","7","Sim","1_Training","Sim","0.583435"
"28","Misto","1157","Engenharia","2","Superior incompleto - cursando","Medicina","1","440","1","M","84","1","1","Engenheiro","4","Casado","3464","24737","5","1","Sim","13","3","4","80","0","5","4","2","3","2","2","2","Sim","2_Testing","Sim","0.929449"
"39","Misto","1162","Vendas","3","Superior incompleto","Medicina","1","445","4","F","41","3","2","Vendedo senior","3","Casado","5238","17778","4","1","Sim","18","3","1","80","0","12","3","2","1","0","0","0","Sim","1_Training","Sim","0.768952"
"29","Cliente","318","Engenharia","8","Superior incompleto - cursando","Outros","1","454","2","M","77","1","1","Tecnico","1","Casado","2119","4759","1","1","Sim","11","3","4","80","0","7","4","2","7","7","0","7","Sim","1_Training","Sim","0.951812"
"21","Misto","756","Vendas","1","Médio completo","Faculdade Técnica","1","478","1","F","99","2","1","Vendedor junior","2","Solteiro","2174","9150","1","1","Sim","11","3","3","80","0","3","3","3","3","2","1","2","Sim","1_Training","Sim","0.98266"
"33","Cliente","350","Vendas","5","Superior completo","Marketing","1","485","4","F","34","3","1","Vendedor junior","3","Solteiro","2851","9150","1","1","Sim","13","3","2","80","0","1","2","3","1","0","0","0","Sim","1_Training","Sim","0.96879"
"41","Misto","143","Vendas","4","Superior completo","Marketing","1","488","1","M","56","3","2","Vendedo senior","2","Solteiro","9355","9558","1","1","Não","18","3","3","80","0","8","5","3","8","7","7","7","Sim","2_Testing","Sim","0.533335"
"40","Misto","575","Vendas","22","Superior incompleto","Marketing","1","492","3","M","68","2","2","Vendedo senior","3","Casado","6380","6110","2","1","Sim","12","3","1","80","2","8","6","3","6","4","1","0","Sim","1_Training","Sim","0.756215"
"21","Escritório","156","Vendas","12","Superior completo","Ciências das natureza","1","494","3","F","90","4","1","Vendedor junior","2","Solteiro","2716","25422","1","1","Não","15","3","4","80","0","1","0","3","1","0","0","0","Sim","1_Training","Sim","0.748892"
"34","Cliente","1362","Vendas","19","Superior completo","Marketing","1","502","1","M","67","4","2","Vendedo senior","4","Solteiro","5304","4652","8","1","Sim","13","3","2","80","0","9","3","2","5","2","0","4","Sim","1_Training","Sim","0.893243"
"26","Cliente","575","Engenharia","3","Médio completo","Faculdade Técnica","1","510","3","M","73","3","1","Engenheiro","1","Solteiro","3102","6582","0","1","Não","22","4","3","80","0","7","2","3","6","4","0","4","Sim","1_Training","Sim","0.712628"
"30","Misto","464","Engenharia","4","Superior completo","Faculdade Técnica","1","514","3","M","40","3","1","Engenheiro","4","Solteiro","2285","3427","9","1","Sim","23","4","3","80","0","3","4","3","1","0","0","0","Sim","1_Training","Sim","0.934592"
"25","Misto","688","Engenharia","3","Superior completo","Medicina","1","538","1","M","91","3","1","Tecnico","1","Casado","4031","9396","5","1","Não","13","3","3","80","1","6","5","3","2","2","0","2","Sim","1_Training","Sim","0.64124"
"24","Cliente","1448","Vendas","1","Médio completo","Faculdade Técnica","1","554","1","F","62","3","1","Vendedor junior","2","Solteiro","3202","21972","1","1","Sim","16","3","2","80","0","6","4","3","5","3","1","4","Sim","1_Training","Sim","0.972154"
"34","Misto","296","Vendas","6","Superior incompleto","Marketing","1","555","4","F","33","1","1","Vendedor junior","3","Divorciado","2351","12253","0","1","Não","16","3","4","80","1","3","3","2","2","2","1","0","Sim","1_Training","Sim","0.764453"
"29","Misto","408","Engenharia","25","Pós-gradução","Faculdade Técnica","1","565","3","F","71","2","1","Engenheiro","2","Casado","2546","18300","5","1","Não","16","3","2","80","0","6","2","4","2","2","1","1","Sim","1_Training","Sim","0.825039"
"19","Misto","489","RH","2","Superior incompleto","Faculdade Técnica","1","566","1","M","52","2","1","Assistente","4","Solteiro","2564","18437","1","1","Não","12","3","3","80","0","1","3","4","1","0","0","0","Sim","1_Training","Sim","0.949756"
